bedrooms,bathrooms,sqft,floors,price
3,3.5,3380,2,1
3,2.5,1700,2,1
2,1.75,1600,1,1
4,2.5,2050,2,1
2,1.75,1210,2,1
5,3,1940,1,1
4,2,1810,1,1
4,1.75,1690,1,1
4,2,1800,1,1
4,3.5,3280,2,2
4,2.5,4290,2,2
3,1.75,1150,1,1
2,1.5,880,2,1
3,1.5,1720,2,1
3,1.5,1510,1,1
4,2,1240,1,1
4,2,1580,1,1
4,2.75,2500,2,1
1,1,960,1,1
4,2.5,3030,2,2
3,1.75,1540,1,1
4,2,1970,1,1
4,2.5,2290,2,1
5,2.5,2240,1,1
2,1,1240,1,1
3,2.5,2420,2,2
5,3.5,3260,2,1
2,1,670,1,1
2,1.5,1820,2,1
4,2.5,2920,2,1
3,2.5,1730,2,1
5,2.5,2220,1,1
3,1.5,1320,1,1
3,1.75,1510,1,1
3,2,2120,2,1
2,2,1690,1,1
3,3.5,1360,2,1
4,2.5,3250,2,1
3,1.75,1930,1,1
4,2.5,2020,2,1
4,2.5,3170,2,2
4,2.75,3870,2,2
2,2.5,1430,3,1
3,1,1320,2,1
2,2.5,2540,2,2
4,3,2620,1,1
3,1.5,1140,1,1
3,2,1790,1,1
4,2.5,3280,2,2
3,1.75,1860,1,1
3,1.75,1840,1,1
3,2.5,2120,2,1
4,2.5,2270,1,1
3,2.5,2840,1,1
4,1.5,1220,1,1
4,2.5,2310,2,1
3,1.75,1840,1,1
3,2.5,950,2,1
3,3.5,3390,2,2
3,2.5,2320,1,2
4,2.5,2650,2,2
3,2.5,2238,2,1
4,2.5,2620,2,1
3,2.75,1910,1,1
4,2.5,3040,2,1
7,3.5,4640,2,3
3,1,1500,1,1
1,1,380,1,1
4,3.5,2970,2,2
4,2.5,1890,1,1
2,1,1040,1,1
4,2.5,2090,2,1
2,2,1680,2,1
2,2.5,2770,2,2
2,1,1020,1,1
3,3.5,1890,2,1
3,2.5,2540,2,1
3,2,1890,2,1
3,1,1150,2,1
3,2.5,2430,2,1
4,1.75,2110,1,1
3,2,2950,2,1
4,2.5,3030,2,2
3,1,1270,1,1
3,1.75,1610,1,2
3,1,1140,2,1
3,2.5,2110,2,1
3,1.75,1840,1,1
3,1.75,1560,1,1
3,1.75,1840,1,1
4,2.5,1830,1,1
4,1.75,2120,1,1
3,1.75,1600,1,1
6,2.5,2890,1,1
3,1.75,1300,1,1
2,1,1080,1,1
4,2.5,2170,1,1
3,2.5,2260,2,1
3,1.75,1580,1,1
4,2.5,2620,2,1
4,2.5,1540,2,1
4,2.5,4570,3,3
4,2.75,2700,2,1
3,2.75,2810,2,3
3,2.5,1660,2,1
3,2,1310,1,1
4,3.5,2960,2,1
3,2.5,2242,2,1
3,2.5,2540,2,1
3,1.5,1420,2,1
3,1.5,1270,2,1
5,3,2300,2,1
3,2.5,3310,2,1
2,1.5,940,2,1
2,1,1020,2,1
3,1.75,1520,1,1
3,1.5,1010,1,1
3,1.75,1070,1,1
3,2.5,3170,2,1
4,2.5,3030,3,2
3,2.5,2270,2,1
4,2.5,2341,2,1
3,3.5,2130,2,2
3,1.75,2300,1,1
3,1,1660,1,1
4,2.75,2610,1,2
3,1,2150,1,1
3,2.5,2410,1,1
2,1.5,1580,1,1
3,2.5,1740,2,1
2,1,1270,1,1
4,1.75,1740,1,1
4,2.5,2950,2,1
0,0,4810,2,2
3,2.5,1500,1,1
3,1.5,1810,1,1
3,1,1100,1,1
3,1,1490,1,1
2,1.5,1200,2,1
4,2.5,1890,1,1
3,1.75,2200,1,1
4,2.5,2510,1,1
3,1.75,2000,1,1
2,2,1460,1,2
4,2.5,3220,2,2
4,2,1310,1,1
2,1,690,1,1
3,1.75,1150,1,1
3,1,1480,1,1
4,1.75,1850,1,1
3,2.5,1930,2,1
2,1,750,1,1
3,3.5,2300,1,1
3,2.5,2590,1,1
4,1.75,1450,1,1
4,1.75,1540,1,1
5,2.75,2730,1,1
3,1,880,1,1
4,2.5,3190,2,1
3,1.5,1330,1,1
3,1.75,1500,1,1
2,1,740,1,1
4,3,2560,2,1
2,1,970,1,1
2,1,1130,1,1
2,1,650,1,1
4,2.5,2050,2,1
2,1.5,830,2,1
4,2.5,2440,2,2
3,2.5,1600,2,1
4,3.5,3190,2,2
4,1,2550,2,2
3,2.5,2180,1,1
3,2,1410,1,1
3,2,1410,1,1
4,2.5,2340,2,1
3,1,1320,1,1
4,1.75,3990,2,2
3,1,1270,1,1
3,1.5,4380,2,2
3,2.5,1860,2,1
4,3.5,3770,2,2
4,1,1530,1,1
4,4,3570,2,1
2,1,1740,1,2
3,2.5,1670,1,1
4,2,1570,2,1
2,2.5,1590,2,1
5,2.5,2980,2,2
4,2.5,2690,2,1
2,1,900,1,1
2,1,1440,1,1
4,2.5,3000,2,2
3,1.75,1620,1,1
7,2.5,1940,2,1
3,1,1230,1,1
5,2.5,2700,1,1
4,1.5,1880,1,1
2,1,890,1,1
3,2.5,1720,2,1
3,2.5,1620,2,1
2,1,1380,1,1
3,1.75,1870,1,1
3,1,1970,1,1
3,1,1110,1,1
3,2,1190,1,1
3,1,1150,1,1
4,2.75,2890,1,1
3,1.75,1500,1,1
3,1.5,1250,1,1
4,2.5,2070,2,1
4,3.5,4660,2,2
3,2.5,1730,2,1
4,2.75,2720,2,1
3,2.5,2320,3,1
3,2.5,1860,2,1
5,2.5,2025,2,1
5,3,2620,2,2
3,1.75,2450,2,2
3,3.5,1590,3,1
4,1.75,2085,1,1
4,3.5,3450,2,2
4,2.5,3060,2,2
3,2,1700,1,1
4,2,1330,1,1
4,3,3060,2,1
3,1.5,1220,1,1
4,1.5,1600,1,1
4,1.5,1770,2,1
4,3.5,3320,1,2
2,1,950,1,1
4,2.5,2430,2,1
4,2.5,2660,1,2
4,2.5,2670,2,1
5,3.5,2720,2,1
4,2.5,3200,1,1
2,1,620,1,1
3,1.5,2450,1,1
4,2.75,2530,1,1
4,2.5,2220,2,1
4,1.75,2110,1,1
5,3,3690,1,1
4,2.5,1940,1,1
4,2.75,2300,1,1
3,2.5,1660,2,1
4,3,3900,1,3
3,1.75,1650,1,1
4,2.5,2110,1,1
3,1.75,1960,1,1
4,2.5,2770,2,1
4,1.75,2440,1,1
2,1,1320,1,1
4,2.5,2570,2,1
2,1,940,1,1
2,1,700,1,1
3,2,1400,2,1
4,2.5,1890,2,1
2,1,720,1,1
3,1.75,2410,1,1
3,2.5,1630,1,1
5,1.75,2330,1,1
2,2.5,1330,2,1
4,2.5,3190,2,2
3,1.75,1400,1,1
3,1,970,1,1
3,1.75,1010,1,1
3,2.5,2570,2,1
2,1,1500,1,1
3,1,2710,2,1
4,1.75,2860,1,1
2,1,840,1,1
4,2.5,2990,2,1
5,1,1170,1,1
3,1.5,1200,1,2
2,1,1020,1,1
2,1,910,1,1
1,1,700,1,1
4,1.75,2420,1,1
3,1.75,1950,1,1
4,2.5,3060,2,1
4,1,1390,1,1
2,1.5,1200,3,1
3,2.5,2440,2,2
3,3.5,2310,2,1
4,2.5,2190,1,1
4,2.5,3130,2,1
3,2.5,1700,1,1
3,1.75,1700,1,1
3,3.5,1360,2,1
3,2,1610,1,1
5,2.75,2130,1,1
3,1,1800,1,1
4,2.75,2950,1,1
3,2.5,2120,2,2
4,2.5,3500,2,2
3,2,1440,1,1
4,2,2120,2,2
2,2.5,1780,2,2
2,1,960,1,1
2,1.75,1510,1,1
1,1.5,1010,1,1
3,3,3790,2,2
3,1.75,3600,2,1
3,1.75,1300,1,1
4,3.5,4270,2,2
3,2.5,2390,2,1
4,2.5,2530,2,1
4,2.5,2701,2,1
4,2.75,3990,2,2
4,2.5,2303,2,1
2,2.5,1540,3,1
3,2.5,1450,2,1
2,2.5,1160,2,1
4,2.75,2910,2,1
4,3.5,3770,2,2
5,2.5,2900,1,1
3,1.75,1540,1,1
2,1,700,1,1
3,2.5,3280,1,2
4,2,2430,1,1
3,2.5,1900,2,1
3,2,1660,1,1
4,2,1620,2,1
4,2,2090,1,1
3,2,1110,1,1
5,3.5,3760,2,2
3,2.5,2080,1,1
4,2.5,1950,1,2
5,2.5,2570,1,1
3,1,1580,1,1
4,2.5,1540,2,1
4,3.5,3390,2,2
2,1.5,830,2,1
4,2.75,2620,2,1
3,2.5,2242,2,1
4,2.5,2890,2,2
3,2.5,1450,2,1
2,1.5,800,2,1
3,2.5,2280,2,1
3,1.5,3850,2,2
5,2.5,2270,2,1
3,2.5,2250,2,1
4,1.75,2600,1,1
4,2,2490,2,2
4,2.5,3160,2,2
4,2.5,4930,2,2
3,1,1440,1,1
3,1.75,1770,1,1
4,2.5,2300,2,1
4,2.5,2980,2,2
4,2.5,2230,1,1
3,1.75,1830,1,1
3,1,1740,1,1
3,1.75,1530,1,1
3,1.5,1520,1,2
3,2.5,3230,2,2
3,3.5,3620,2,2
4,3.75,5070,2,2
3,1.75,1570,1,1
4,1.75,2080,1,1
4,2.5,2230,1,1
5,3,3420,2,2
8,2.75,2790,1,1
4,2.5,3150,2,2
4,3.5,3930,2,3
5,3,2190,2,1
4,2.5,1890,2,1
4,2,1900,1,1
2,1.5,1930,2,1
3,2.5,3316,2,1
3,1.5,1380,1,1
3,4,2080,3,2
4,3.5,2980,2,3
2,2.75,1350,2,1
4,2.5,2360,1,1
2,1,1190,1,1
4,5,4110,2,2
4,2.5,2800,1,1
2,1.5,920,2,1
3,1.75,1530,2,1
2,1,860,1,1
3,2.5,1520,2,1
2,1,660,1,1
5,2.5,3580,2,2
5,2.5,3000,2,1
5,3.5,2740,1,1
4,2.5,2040,2,1
6,2.75,2520,2,2
3,2,2470,2,2
3,2.5,1930,2,1
3,2.5,2950,2,1
3,2.5,2610,2,1
3,1.75,1630,3,1
3,1.5,1400,3,1
2,1.5,1130,2,1
3,3.5,2030,2,1
4,1.75,1590,2,1
3,1.75,1480,1,1
4,2.5,2690,2,1
3,2.5,3870,2,2
3,1,1390,1,1
3,2.75,1830,2,1
2,2,1580,1,1
3,2.5,2590,2,1
5,2.5,2510,1,1
3,1.5,1180,1,1
3,2.5,1450,2,1
3,2.5,3110,2,3
5,2.5,2860,2,1
3,2.75,2760,1,2
5,2,2800,1,1
3,2.5,1450,2,1
4,2.5,2090,2,1
3,2.5,1720,2,1
3,2.5,1910,2,1
3,2.5,1601,3,1
2,2.5,1060,2,1
4,2.75,2330,2,1
3,2.5,2370,2,1
3,2.5,1420,3,1
4,2.5,2360,2,2
2,1.5,1260,2,1
3,2.5,3030,2,1
3,1.75,1140,2,1
5,2.5,2820,1,1
2,2,1270,3,1
3,2.5,3180,2,2
3,2.5,2790,1,2
4,2.5,2570,2,1
2,1,1080,1,1
4,4,3010,2,2
3,2.5,2120,1,1
2,1.75,1210,2,1
3,2.5,3420,1,2
3,2.5,1810,2,1
3,2.5,2760,1,1
4,2.5,1950,1,1
3,2.5,3830,2,2
4,2.5,2060,1,1
3,1,1650,1,1
4,1.75,2100,1,1
4,3,3720,1,1
4,2.5,1920,2,1
3,2,1860,2,1
2,2.5,2290,2,1
3,1.75,1200,1,1
4,3.5,5270,2,2
3,2.5,1600,2,1
4,2.5,2560,2,1
2,1,880,1,1
2,1,1020,1,1
3,2,960,1,1
4,2.5,1900,1,1
2,2,1570,1,1
3,1.5,1460,1,1
3,1.75,1140,1,1
1,2,1150,1,1
4,2.5,3180,1,2
4,2.5,2630,2,1
3,2.5,1940,1,1
1,1,850,1,1
3,2,1550,1,1
3,2.5,2090,1,1
4,3.5,3960,2,2
4,2.5,3220,2,1
2,1,800,1,1
3,1.75,1660,1,1
4,2.5,2250,2,1
3,2.5,2120,1,1
4,2.75,2310,3,2
4,1.75,1920,2,1
3,1.75,1550,1,1
2,2.5,1785,2,1
3,1.5,1830,1,1
5,2.75,3500,2,2
3,2,2560,1,1
4,2.5,6500,2,3
4,3.5,3150,2,2
2,1,810,1,1
5,4,7320,2,2
4,1.75,2790,1,1
2,1.5,1920,1,1
4,2.75,2530,2,1
3,2.5,3490,2,3
6,2.75,4710,2,3
3,1.75,2050,1,1
4,2.5,2410,2,2
3,1,1180,1,1
2,1,630,1,1
3,2.5,3480,1,2
3,2.5,1910,2,1
3,3.5,2490,2,1
4,2.5,2150,2,1
4,2.75,3000,2,1
3,2.75,2830,2,1
4,2.5,2680,2,1
2,1.5,1090,2,1
4,2.5,1984,1,1
4,2.75,3090,2,2
4,2.5,2610,2,1
4,3.5,3370,2,2
4,2.5,2250,2,1
3,3.5,1450,2,1
4,2.5,3130,2,2
2,2.75,2700,1,2
5,2.75,1970,1,1
3,2,1970,2,1
3,1.5,1950,1,1
3,1.5,1940,1,1
4,3.5,3550,1,2
3,2.5,2500,2,1
4,2.75,2910,1,2
4,2.5,3350,2,2
3,1.75,2140,1,1
5,1.5,4030,2,2
4,2.5,1980,2,1
3,1.5,1460,1,1
4,1.75,1880,1,1
3,1.75,2320,2,2
3,2.5,1590,2,1
3,2.5,2630,2,1
2,1.75,1350,1,1
3,1,990,1,1
4,2.75,3710,2,1
3,1,990,1,1
4,2.5,2510,2,1
2,1,800,1,1
4,1,1600,1,1
5,3.5,3320,2,1
5,1.5,1730,1,1
4,1.75,2000,1,2
4,2.75,2910,1,1
4,1.75,1710,1,1
3,1,1200,1,1
3,2.5,2600,2,1
2,1.75,1460,1,1
4,3.75,4260,2,2
4,2.5,2720,2,1
4,2.5,2920,1,2
3,1.5,1800,1,1
2,1,1320,1,1
3,1.75,1770,1,1
5,2.75,2550,1,1
4,1.75,2150,1,1
4,2.5,3020,2,2
3,1,960,1,1
3,2,2783,2,2
3,2,2250,1,1
3,1.75,1710,1,1
3,2.5,2650,1,1
3,3.5,1830,3,1
3,2.5,1460,2,1
3,2,1760,1,1
3,2.5,1960,2,1
4,2.5,2010,1,1
4,2.5,3670,2,1
2,2.5,2290,1,2
3,2,1780,1,1
4,2.5,3080,2,1
4,2.5,3360,2,2
3,1,1370,2,1
4,2.5,1660,1,1
4,3.5,4440,2,2
5,2.5,2850,1,1
3,2.5,1530,2,1
4,2.5,2100,1,1
1,1,730,1,1
3,2.5,1920,2,1
3,1,1600,1,1
4,2.5,2380,2,1
3,2.5,2760,2,1
2,1,930,1,1
4,2.5,3560,2,1
2,1,840,1,1
4,3.5,4280,2,2
3,1.5,1500,1,1
4,3.5,3650,2,1
2,1,780,1,1
4,1.75,1120,1,1
2,1,1010,1,1
4,2.75,1970,1,1
4,2.5,2230,2,2
5,3,4290,2,3
3,1.75,3160,1,1
3,1.75,1850,1,1
3,2.5,1980,1,1
4,3.5,3360,2,1
3,2,2660,1,1
3,1,1200,1,1
2,2.5,2150,1,2
3,2.75,2820,2,2
4,2.75,3510,2,1
3,2.5,1790,2,1
4,2.75,2700,2,2
5,1.75,5780,2,3
4,3.5,3730,2,1
4,2.5,2540,2,1
4,2.5,3300,3,2
5,3.5,5430,2,2
4,2.5,2550,2,1
3,2.5,1390,3,1
3,1.5,1270,3,1
4,2.5,2380,2,1
4,2.5,3360,2,2
5,2.5,6070,2,3
2,1,1240,1,1
2,2,2930,1,1
2,2.5,2410,1,1
4,2,1840,1,1
4,2,1560,1,1
4,1.75,1520,1,1
3,2.75,2220,2,2
4,2.5,2800,2,1
2,1,670,1,1
3,2.5,1720,2,1
3,2.5,2110,2,1
3,1.75,1580,1,1
6,2.5,2640,2,2
4,2.5,2700,2,1
3,2.5,2820,2,2
4,2.5,3340,2,2
3,2.5,1530,2,1
4,3.5,3840,2,2
3,2,2320,1,1
3,2.5,1770,3,1
2,3,3160,2,1
3,1.5,1620,1,1
4,2,1510,1,1
3,1.75,960,1,1
